"year","id_","AGE","EDUC","SEX","RACETH","RELIG","sex1","race1","relig1","educ1","age1","sex2","race2","relig2","educ2","age2","sex3","race3","relig3","educ3","age3","sex4","race4","relig4","educ4","age4","sex5","race5","relig5","educ5","age5"
"1985","1985.1389","85","Less than 10","Female","White","Protestant","Female","White","Protestant","12 years","82","Female","White","Protestant","12 years","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1390","64","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","72","Female","White","Protestant","16 or more","46","Male","White","Protestant","16 or more","40","Male","White","Protestant","16 or more","42",NA,NA,NA,NA,NA
"1985","1985.1391","33","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","32","Female","White","Protestant","12 years","68","Male","White","Protestant","16 or more","47","Female","White","Protestant","16 or more","32",NA,NA,NA,NA,NA
"1985","1985.1392","41","Less than 10","Male","White","Protestant","Female","White","Protestant","12 years","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1393","47","16 or more","Male","White","Catholic","Male","White","Protestant","16 or more","60","Female","White","Protestant","16 or more","47","Male","White","Protestant","13-15 years","20","Female","White","Protestant","10-11 years","15","Male","White","Protestant","12 years","73"
"1985","1985.1394","31","12 years","Male","White","Protestant","Male","White",NA,"12 years","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1395","39","12 years","Male","White","Protestant","Male","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1396","43","Less than 10","Male","White","Protestant","Male","White","Protestant","16 or more","24","Male","White","Protestant","12 years","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1397","43","13-15 years","Male","White","Protestant","Male","White","Protestant","12 years","55","Male","White",NA,"12 years","30","Male","White","Protestant","13-15 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1398","48","12 years","Male","White","Protestant","Male","White","Protestant","10-11 years","60","Male","White","Protestant","12 years","33","Male","White","Protestant","10-11 years","20","Male","White","Protestant","10-11 years","18","Female","White","Protestant","10-11 years","40"
"1985","1985.1399","51","Less than 10","Female","White","Protestant","Female","White","Protestant","Less than 10","27","Female","White","Protestant","Less than 10","24","Female","White","Protestant","Less than 10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1400","20","12 years","Female","White","Protestant","Female","White","Protestant","12 years","22","Male","White",NA,"12 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1401","38","10-11 years","Male","White","Protestant","Female","White","Protestant","13-15 years","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1402","61","12 years","Female","White","Protestant","Male","White","Protestant","10-11 years","56","Female","White","Protestant","13-15 years","65","Female","White","Protestant","12 years","58","Female","White","Protestant","13-15 years","64",NA,NA,NA,NA,NA
"1985","1985.1403","81","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1404","59","Less than 10","Female","White","Catholic","Female","White","Protestant","Less than 10","54","Female","White",NA,"12 years","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1405","28","16 or more","Female","White","Protestant","Female","White","Protestant","16 or more","50","Male","White","Protestant","16 or more","50","Male","White","Protestant","16 or more","27","Female","White","Protestant","16 or more","28","Female","White","Protestant","16 or more","28"
"1985","1985.1406","27","13-15 years","Female","White","Protestant","Male","White","Protestant","Less than 10","42","Female","White","Protestant","10-11 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1407","74","13-15 years","Female","White","Protestant","Female","White","Protestant","13-15 years","77","Male","White","Protestant","Less than 10","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1408","42","16 or more","Female","White","Catholic","Male","White","Catholic","16 or more","42","Male","White","Catholic","Less than 10","10","Female","White","Catholic","Less than 10","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1409","32","12 years","Male","White","Protestant","Male","White","Protestant","13-15 years","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1410","39","Less than 10","Female","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1411","70","12 years","Female","White","Protestant","Male","White","Protestant","12 years","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1412","37","10-11 years","Male","White","None","Male","White","None","10-11 years","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1413","34","12 years","Female","White","Protestant","Male","White","Protestant","10-11 years","31","Male","White","Protestant","10-11 years","31","Female","White","Protestant","12 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1414","35","16 or more","Male","White","Protestant","Male","White","Protestant","16 or more","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1415","66","12 years","Male","White","Protestant","Male","White","Protestant","13-15 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1416","54","10-11 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1417","35","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1418","47","Less than 10","Female","White","Protestant","Female","White","Protestant",NA,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1419","23","10-11 years","Male","White","Protestant","Male","White","Protestant","Less than 10","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1420","32","12 years","Male","White","Protestant","Female","White","Protestant","12 years","40","Male","White",NA,"10-11 years","35","Male","White",NA,"13-15 years","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1421","43","12 years","Female","White","Other","Female","White","Other","12 years","40","Female","White","Other","12 years","38","Female","White","Other","12 years","41","Female","White","Other","12 years","40","Female","White","Other","12 years","39"
"1985","1985.1422","19","12 years","Female","White","Protestant","Male","White","Protestant","12 years","44","Female","White","Protestant","12 years","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1423","40","12 years","Female","White","Protestant","Female","White","Protestant","16 or more","33","Female","White","Protestant","12 years","36","Female","White","Protestant","12 years","61","Male","White","Protestant","13-15 years","32",NA,NA,NA,NA,NA
"1985","1985.1424","38","10-11 years","Male","White","Protestant","Female","White","Protestant","12 years","34","Male","White","None",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1425","23","16 or more","Male","White","None","Male","White","None","13-15 years","24","Female","White","Catholic","16 or more","43","Male","White",NA,"13-15 years","23","Female","White","None","16 or more","22",NA,NA,NA,NA,NA
"1985","1985.1426","22","13-15 years","Female","White","Protestant","Male","White","Catholic","16 or more","28","Female","White","Protestant","13-15 years","24","Female","White",NA,"13-15 years","21","Male","White","Protestant","16 or more","63","Female","White","Protestant","16 or more","55"
"1985","1985.1427","37","16 or more","Female","White","Jewish","Male","White","Jewish","16 or more","37","Female","White","Jewish","16 or more","34","Male","White",NA,"16 or more","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1428","33","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","45","Male","White","Protestant","16 or more","48","Male","White","Protestant","16 or more","48","Male","White","Protestant","13-15 years","31","Female","Asian","Protestant","16 or more","31"
"1985","1985.1429","21","16 or more","Male","White","Catholic","Male","White","Catholic","13-15 years","21","Male","White",NA,"13-15 years","21","Male","White",NA,"13-15 years","22","Male","White",NA,"13-15 years","22","Male","White",NA,"13-15 years","21"
"1985","1985.1430","23","13-15 years","Female","White","Protestant","Female","White","Protestant","13-15 years","40","Male","White","Protestant","13-15 years","46","Female","White","Catholic","16 or more","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1431","23","16 or more","Female","Black","Protestant","Female","Black","Protestant","Less than 10","56","Female","Black","Protestant","13-15 years","36","Female","Black","Protestant","16 or more","29","Male","Black","Protestant","13-15 years","22","Female","Black","Protestant","13-15 years","57"
"1985","1985.1432","21","13-15 years","Male","White","Protestant","Male","White","Protestant","16 or more","47","Male","White",NA,"16 or more","29","Female","White","Protestant","13-15 years","46","Female","White",NA,"13-15 years","20",NA,NA,NA,NA,NA
"1985","1985.1433","22","13-15 years","Male","White","None","Male","White","Protestant","12 years","60","Male","White","Catholic","16 or more","23","Female","White","Protestant","12 years","60","Male","White","Protestant","13-15 years","21","Male","White","Protestant","16 or more","28"
"1985","1985.1434","26","16 or more","Female","White","Protestant","Male","White","Protestant","16 or more","26","Male","White","Protestant","16 or more","50","Female","White","Protestant","13-15 years","54","Female","White","Protestant","16 or more","44","Female","White","Protestant","13-15 years","46"
"1985","1985.1435","41","13-15 years","Male","White","Protestant","Female","White","Protestant","10-11 years","37","Male","White","Protestant","13-15 years","35","Female","White","Protestant","12 years","35","Male","White","Protestant","13-15 years","25","Male","White","Protestant","13-15 years","20"
"1985","1985.1436","27","16 or more","Female","White","Protestant","Male","White","Protestant","16 or more","31","Female","White","Protestant","12 years","48","Female","White","Protestant","16 or more","25","Female","White","Protestant","13-15 years","26","Female","White","Protestant","16 or more","23"
"1985","1985.1437","31","12 years","Male","White","Protestant","Male","White","Protestant","Less than 10","66","Female","White","Protestant","12 years","69","Female","White","Protestant","12 years","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1438","20","13-15 years","Male","White","Protestant","Male","White","Catholic","12 years","21","Female","White","Protestant","12 years","56","Male","White","Protestant","Less than 10","60","Male","White","Protestant","12 years","18","Male","White","Protestant","13-15 years","30"
"1985","1985.1439","80","Less than 10","Male","White","None","Female","White","None","Less than 10","48","Female","White","None","10-11 years","40","Female","White","None","10-11 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1440","56","Less than 10","Male","White","Protestant","Female","White","Protestant","Less than 10","53","Female","White","Protestant",NA,"78","Female","White","Protestant","12 years","32","Male","White",NA,NA,"53","Male","White",NA,"12 years","32"
"1985","1985.1441","61","16 or more","Female","White","Protestant","Female","White","Protestant","12 years","58","Male","White","Protestant","16 or more","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1442","51","13-15 years","Female","White","Protestant","Female","White","Protestant","12 years","53","Female","White","Protestant","13-15 years","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1443","31","16 or more","Female","White","Protestant","Female","White","Catholic","16 or more","37","Female","White","Protestant","16 or more","65","Male","White","Protestant","16 or more","31","Male","White","Protestant","16 or more","69","Female","White","Protestant","12 years","55"
"1985","1985.1444","47","16 or more","Female","White","Protestant","Male","White","Protestant","12 years","47","Female","White","Protestant","16 or more","47","Male","White","Protestant","16 or more","25","Female","White","Protestant","13-15 years","21","Male","White","Protestant","16 or more","55"
"1985","1985.1445","40","13-15 years","Male","White","Catholic","Male","White","Catholic","10-11 years","48","Male","Hispanic","Protestant","10-11 years","43","Female","White","Catholic","12 years","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1446","37","16 or more","Female","White","Protestant","Male","White","Protestant","16 or more","37","Female","White","Protestant","16 or more","34","Female","White","Protestant","16 or more","33","Male","White","Protestant","16 or more","55",NA,NA,NA,NA,NA
"1985","1985.1447","42","16 or more","Male","White","Catholic","Female","White","Catholic","12 years","40","Female","White","Protestant","10-11 years","62","Male","White","Protestant","13-15 years","68","Male","White","Protestant","16 or more","53","Male","White","Protestant","16 or more","30"
"1985","1985.1448","28","12 years","Female","White","Protestant","Male","White","Protestant","12 years","29","Female","White","Protestant","12 years","35","Female","White","Protestant","12 years","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1449","65","10-11 years","Female","Other","Protestant","Female","Other","Protestant","Less than 10","50","Female","Other","Protestant","12 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1450","37","10-11 years","Female","Other","Protestant","Female","Other","Protestant","13-15 years","33","Female","Other","Protestant","10-11 years","38","Female","Other","Protestant","10-11 years","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1451","58","10-11 years","Male","Other","Protestant","Male","White","Protestant","12 years","55","Male","Other","Protestant","12 years","40","Male","Other","Protestant","Less than 10","58","Male","Other","Protestant",NA,"55","Male","White","Protestant","13-15 years","52"
"1985","1985.1452","37","13-15 years","Female","Other","Protestant","Female","White","Protestant","10-11 years","59","Male","Other","Protestant","13-15 years","35","Female","Other","Protestant","Less than 10","58","Female","Other","Protestant","12 years","40","Male","Other","Protestant","Less than 10","59"
"1985","1985.1453","36","Less than 10","Male","Other","Protestant","Female","Other","Protestant","12 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1454","59","16 or more","Female","Other","Protestant","Male","Other","Protestant","Less than 10","48","Male","Other","Protestant","Less than 10","50","Female","Other","Protestant","Less than 10","89","Female","Other","Protestant","12 years","45","Female","Other","Protestant","12 years","52"
"1985","1985.1455","26","Less than 10","Female","Other","Protestant","Female","Black","Protestant","12 years","33","Female","White","Protestant","12 years","29","Female","Black","Protestant","12 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1456","58","Less than 10","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1457","35","10-11 years","Male","White","Protestant","Female","White","Protestant",NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1458","68","13-15 years","Male","White","Protestant","Male","White","Protestant","13-15 years","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1459","70","16 or more","Female","Other","Protestant","Male","Other","Protestant","Less than 10","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1460","31","12 years","Male","White","Protestant","Female","White","Protestant","12 years","23","Male","White","Protestant","12 years","37","Male","White","Protestant","12 years","40","Female","White","Protestant","12 years","56","Male","White","Protestant","10-11 years","63"
"1985","1985.1461","34","12 years","Female","White","Protestant","Male","White","None","12 years","56","Male","White","Jewish","13-15 years","33","Female","White","Protestant","13-15 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1462","31","13-15 years","Female","White","Protestant","Male","White",NA,"13-15 years","37","Female","White","Protestant","12 years","21","Female","White",NA,"12 years","31","Female","White","Protestant","13-15 years","33",NA,NA,NA,NA,NA
"1985","1985.1463","28","12 years","Male","White","Protestant","Male","White",NA,"12 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1464","54","12 years","Male","White","Jewish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1465","33","13-15 years","Female","White","None","Male","White","None","12 years","31","Female",NA,"Other","12 years","27","Female",NA,"None","12 years","30","Female",NA,"Other","12 years","32",NA,NA,NA,NA,NA
"1985","1985.1466","46","13-15 years","Male","Hispanic","Catholic","Female","White","Catholic","13-15 years","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.1467","77","13-15 years","Female","White","Protestant","Female","White","Protestant","16 or more","35","Female","White","Protestant","16 or more","32","Male","White","Protestant","16 or more","79","Male","White","Protestant","16 or more","77","Male","White",NA,"16 or more","40"
"1985","1985.1468","44","16 or more","Male","White","Jewish","Male","White",NA,"16 or more","53","Female","White",NA,"16 or more","32","Male","White",NA,"16 or more","50","Male","White",NA,"16 or more","36","Male","White",NA,"16 or more","44"
